PenguinHarness run v0.2.2
Agent: default_agent
Workspace: /app
Model: deepseek-v4-flash-0731
[penguin] output cap clamped hard: max_tokens 256000 -> 126381 (context_window 128000, estimated input 595)
Let me start by exploring the workspace to understand what we have.
[tool-6f1] exec_command <- Explore doomgeneric subdirectory ($ ls -la /app/doomgeneric/doomgeneric/ && echo "---" && find /app/doomgeneric -maxdepth 3 -type f | head -100)
✓ [approved]
[tool-6f1] exec_command -> total 2380
[tool-6f1] exec_command -> drwxr-xr-x 1 root root   4096 Aug 26 11:38 .
[tool-6f1] exec_command -> drwxr-xr-x 1 root root   4096 Aug 26 11:38 ..
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1659 Aug 26 11:38 Makefile
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1890 Aug 26 11:38 Makefile.djgpp
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1688 Aug 26 11:38 Makefile.emscripten
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1646 Aug 26 11:38 Makefile.freebsd
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1643 Aug 26 11:38 Makefile.sdl
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1582 Aug 26 11:38 Makefile.soso
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1812 Aug 26 11:38 Makefile.sosox
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  27807 Aug 26 11:38 am_map.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1243 Aug 26 11:38 am_map.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   2801 Aug 26 11:38 config.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  21755 Aug 26 11:38 d_englsh.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1427 Aug 26 11:38 d_event.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   3186 Aug 26 11:38 d_event.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1868 Aug 26 11:38 d_items.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root    989 Aug 26 11:38 d_items.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  18889 Aug 26 11:38 d_iwad.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1636 Aug 26 11:38 d_iwad.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  16671 Aug 26 11:38 d_loop.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   2365 Aug 26 11:38 d_loop.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  44883 Aug 26 11:38 d_main.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1015 Aug 26 11:38 d_main.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   4865 Aug 26 11:38 d_mode.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   2942 Aug 26 11:38 d_mode.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   6704 Aug 26 11:38 d_net.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   4457 Aug 26 11:38 d_player.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root    928 Aug 26 11:38 d_textur.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1481 Aug 26 11:38 d_think.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1544 Aug 26 11:38 d_ticcmd.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1493 Aug 26 11:38 deh_main.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   3071 Aug 26 11:38 deh_misc.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1195 Aug 26 11:38 deh_str.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1738 Aug 26 11:38 doom.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   4679 Aug 26 11:38 doomdata.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root    803 Aug 26 11:38 doomdef.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   3114 Aug 26 11:38 doomdef.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1020 Aug 26 11:38 doomfeatures.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root    390 Aug 26 11:38 doomgeneric.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root    724 Aug 26 11:38 doomgeneric.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root 212688 Aug 26 11:38 doomgeneric.map
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  14527 Aug 26 11:38 doomgeneric.vcxproj
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  16810 Aug 26 11:38 doomgeneric.vcxproj.filters
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   8107 Aug 26 11:38 doomgeneric_allegro.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   4214 Aug 26 11:38 doomgeneric_emscripten.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   7052 Jan  1  1970 doomgeneric_img.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   4478 Aug 26 11:38 doomgeneric_sdl.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   5292 Aug 26 11:38 doomgeneric_soso.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   5417 Aug 26 11:38 doomgeneric_sosox.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   3739 Aug 26 11:38 doomgeneric_win.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   4582 Aug 26 11:38 doomgeneric_xlib.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   2604 Aug 26 11:38 doomkeys.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root    959 Aug 26 11:38 doomstat.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   6786 Aug 26 11:38 doomstat.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   2374 Aug 26 11:38 doomtype.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   2303 Aug 26 11:38 dstrings.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root    948 Aug 26 11:38 dstrings.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1995 Aug 26 11:38 dummy.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  14691 Aug 26 11:38 f_finale.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root    918 Aug 26 11:38 f_finale.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   5076 Aug 26 11:38 f_wipe.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1163 Aug 26 11:38 f_wipe.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  53214 Aug 26 11:38 g_game.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1916 Aug 26 11:38 g_game.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   5745 Aug 26 11:38 gusconf.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root    800 Aug 26 11:38 gusconf.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   6244 Aug 26 11:38 hu_lib.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   3630 Aug 26 11:38 hu_lib.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  12234 Aug 26 11:38 hu_stuff.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1342 Aug 26 11:38 hu_stuff.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   5401 Aug 26 11:38 i_allegromusic.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   9047 Aug 26 11:38 i_allegrosound.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   4282 Aug 26 11:38 i_cdmus.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1351 Aug 26 11:38 i_cdmus.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   2097 Aug 26 11:38 i_endoom.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root    811 Aug 26 11:38 i_endoom.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   7975 Aug 26 11:38 i_input.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   8015 Aug 26 11:38 i_joystick.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   2511 Aug 26 11:38 i_joystick.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  32663 Aug 26 11:38 i_scale.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1606 Aug 26 11:38 i_scale.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  30305 Aug 26 11:38 i_sdlmusic.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  26084 Aug 26 11:38 i_sdlsound.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   8351 Aug 26 11:38 i_sound.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   5614 Aug 26 11:38 i_sound.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1948 Aug 26 11:38 i_swap.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  12679 Aug 26 11:38 i_system.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   2140 Aug 26 11:38 i_system.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1604 Aug 26 11:38 i_timer.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1038 Aug 26 11:38 i_timer.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  10019 Aug 26 11:38 i_video.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   4803 Aug 26 11:38 i_video.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  18782 Aug 26 11:38 icon.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root 139548 Aug 26 11:38 info.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  21728 Aug 26 11:38 info.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   5223 Aug 26 11:38 m_argv.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1222 Aug 26 11:38 m_argv.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1108 Aug 26 11:38 m_bbox.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root    961 Aug 26 11:38 m_bbox.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   2171 Aug 26 11:38 m_cheat.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1277 Aug 26 11:38 m_cheat.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  46812 Aug 26 11:38 m_config.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1213 Aug 26 11:38 m_config.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  12542 Aug 26 11:38 m_controls.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   3925 Aug 26 11:38 m_controls.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1142 Aug 26 11:38 m_fixed.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root    908 Aug 26 11:38 m_fixed.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  39303 Aug 26 11:38 m_menu.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1473 Aug 26 11:38 m_menu.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  10678 Aug 26 11:38 m_misc.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1796 Aug 26 11:38 m_misc.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   2402 Aug 26 11:38 m_random.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root    909 Aug 26 11:38 m_random.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   3617 Aug 26 11:38 memio.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1206 Aug 26 11:38 memio.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  17640 Aug 26 11:38 mus2mid.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root    167 Aug 26 11:38 mus2mid.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1619 Aug 26 11:38 net_client.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root    704 Aug 26 11:38 net_dedicated.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   5916 Aug 26 11:38 net_defs.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root    830 Aug 26 11:38 net_gui.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1251 Aug 26 11:38 net_io.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root    821 Aug 26 11:38 net_loop.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1527 Aug 26 11:38 net_packet.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1515 Aug 26 11:38 net_query.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root    742 Aug 26 11:38 net_sdl.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1108 Aug 26 11:38 net_server.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   6053 Aug 26 11:38 p_ceilng.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  16417 Aug 26 11:38 p_doors.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  37354 Aug 26 11:38 p_enemy.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  11290 Aug 26 11:38 p_floor.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  18939 Aug 26 11:38 p_inter.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root    708 Aug 26 11:38 p_inter.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   6512 Aug 26 11:38 p_lights.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   6408 Aug 26 11:38 p_local.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  31710 Aug 26 11:38 p_map.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  20059 Aug 26 11:38 p_maputl.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  21322 Aug 26 11:38 p_mobj.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   8672 Aug 26 11:38 p_mobj.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   6375 Aug 26 11:38 p_plats.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  16908 Aug 26 11:38 p_pspr.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1548 Aug 26 11:38 p_pspr.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  36266 Aug 26 11:38 p_saveg.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1569 Aug 26 11:38 p_saveg.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  19002 Aug 26 11:38 p_setup.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root    865 Aug 26 11:38 p_setup.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   7178 Aug 26 11:38 p_sight.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  29251 Aug 26 11:38 p_spec.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   9364 Aug 26 11:38 p_spec.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  13307 Aug 26 11:38 p_switch.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   2868 Aug 26 11:38 p_telept.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   2799 Aug 26 11:38 p_tick.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root    797 Aug 26 11:38 p_tick.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   8151 Aug 26 11:38 p_user.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  11028 Aug 26 11:38 r_bsp.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1369 Aug 26 11:38 r_bsp.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  20090 Aug 26 11:38 r_data.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1260 Aug 26 11:38 r_data.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   8139 Aug 26 11:38 r_defs.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  21724 Aug 26 11:38 r_draw.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   2178 Aug 26 11:38 r_draw.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1140 Aug 26 11:38 r_local.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  15531 Aug 26 11:38 r_main.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   2928 Aug 26 11:38 r_main.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   8160 Aug 26 11:38 r_plane.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1431 Aug 26 11:38 r_plane.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  16890 Aug 26 11:38 r_segs.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root    780 Aug 26 11:38 r_segs.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1198 Aug 26 11:38 r_sky.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root    931 Aug 26 11:38 r_sky.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   2348 Aug 26 11:38 r_state.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  20586 Aug 26 11:38 r_things.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1551 Aug 26 11:38 r_things.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  14465 Aug 26 11:38 s_sound.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1909 Aug 26 11:38 s_sound.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   8641 Aug 26 11:38 sha1.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1174 Aug 26 11:38 sha1.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   5113 Aug 26 11:38 sounds.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   3803 Aug 26 11:38 sounds.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   4691 Aug 26 11:38 st_lib.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   3320 Aug 26 11:38 st_lib.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  29750 Aug 26 11:38 st_stuff.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1957 Aug 26 11:38 st_stuff.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   8416 Aug 26 11:38 statdump.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root    679 Aug 26 11:38 statdump.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root 130242 Aug 26 11:38 tables.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   2423 Aug 26 11:38 tables.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1470 Aug 26 11:38 v_patch.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  20873 Aug 26 11:38 v_video.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   2998 Aug 26 11:38 v_video.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   2219 Aug 26 11:38 w_checksum.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root    812 Aug 26 11:38 w_checksum.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1886 Aug 26 11:38 w_file.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   2031 Aug 26 11:38 w_file.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   2148 Aug 26 11:38 w_file_stdc.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   4607 Aug 26 11:38 w_main.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root    743 Aug 26 11:38 w_main.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1220 Aug 26 11:38 w_merge.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  12774 Aug 26 11:38 w_wad.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1606 Aug 26 11:38 w_wad.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  33830 Aug 26 11:38 wi_stuff.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   1164 Aug 26 11:38 wi_stuff.h
[tool-6f1] exec_command -> -rw-r--r-- 1 root root  10396 Aug 26 11:38 z_zone.c
[tool-6f1] exec_command -> -rw-r--r-- 1 root root   2096 Aug 26 11:38 z_zone.h
[tool-6f1] exec_command -> ---
[tool-6f1] exec_command -> /app/doomgeneric/README.md
[tool-6f1] exec_command -> /app/doomgeneric/.gitignore
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/d_net.c
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/i_video.h
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/p_pspr.c
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/net_server.h
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/d_iwad.c
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/w_file_stdc.c
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/net_defs.h
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/r_data.h
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/r_things.h
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/p_tick.h
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/i_scale.c
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/p_user.c
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/tables.c
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/p_local.h
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/hu_lib.h
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/st_stuff.h
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/doomtype.h
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/p_setup.c
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/p_telept.c
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/r_draw.c
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/i_sound.h
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/i_scale.h
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/s_sound.c
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/m_fixed.c
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/memio.h
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/i_endoom.c
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/g_game.c
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/d_think.h
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/r_local.h
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/i_sdlmusic.c
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/d_event.c
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/icon.c
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/w_checksum.h
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/r_bsp.c
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/w_checksum.c
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/w_merge.h
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/hu_lib.c
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/doomgeneric.c
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/d_loop.h
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/net_gui.h
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/sha1.c
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/deh_misc.h
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/doomgeneric_emscripten.c
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/p_maputl.c
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/z_zone.h
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/p_inter.c
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/p_floor.c
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/r_segs.h
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/p_setup.h
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/g_game.h
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/r_things.c
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/m_argv.h
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/i_sound.c
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/doom.h
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/p_ceilng.c
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/p_spec.h
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/d_items.c
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/doomdata.h
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/i_sdlsound.c
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/m_config.c
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/r_plane.h
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/statdump.h
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/hu_stuff.c
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/i_timer.h
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/p_tick.c
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/d_items.h
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/d_mode.h
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/r_sky.c
[tool-6f1] exec_command -> /app/doomgeneric/doomgeneric/Makefile.sdl
